UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
24721,69673,"Philadelphia, PA",2020-03-25,Joel Freedman purchased Hahnemann Hospital in Phila as investment vehicle and closed it when housing prices made it more valuable as condos Now Phila needs shuttered hospital for patients and he s extorting the city Spin that,Extremely Positive
24731,69683,"New York, NY",2020-03-25,"Impact of Covid-19 on digital consumer services may not be universally negative, analyst firm says. https://t.co/BhSbMICjNN",Positive
24747,69699,Ohio,2020-03-25,In this time of lockdown due to corona i hope everybody has their grocery stocked Especially the elderly This grocery store owner is a hero We should all learn from him Dont panic buy leave some for other ppl in need too just like u,Extremely Positive
24751,69703,New Jersey Shore,2020-03-25,N.J. Attorney General Gurbir S. Grewal said the nation's largest online marketplaces must do more to protect consumers during the COVID-19 pandemic. https://t.co/OIceEp5s1A,Positive
24752,69704,New Jersey Shore,2020-03-25,"""We are ramping up to protect the public,"" said an FBI agent in the Newark office of coronavirus-related scams. https://t.co/qitYO7rFr9",Negative
24758,69710,California's Central Valley,2020-03-25,"This is not a huge surprise, but it's nice to see the numbers.  Do you think an unexpected benefit of COVID-19 will be healthier eating habits for the long-term? https://t.co/Oji4PnIqC0",Extremely Positive
24767,69719,"New York, NY",2020-03-25,"As COVID-19 continues to impact consumer behavior, Attentive is sharing data-driven insights &amp; tactics. @wwd shared our research here as part of the support and guidance tech solutions are offering the e-commerce industry during this dynamic time. https://t.co/cquYHO5rQn",Extremely Positive
24773,69725,"Los Angeles, CA",2020-03-25,"Guys.  Come on.

Repost from killerkyl88 

I haven't been to the grocery store in a few days, but why it's this a thing? 

I have so much work to do.

#healthylivinginsideandout #wellness #covid_19 #coronavirusÂ https://t.co/yqS0zmM3XV",Neutral
24774,69726,"Chicago, IL",2020-03-25,Coronavirus In Chicago Price Gouging Complaints Surge As Shoppers Stock Up On Food Supplies,Negative
24776,69728,"Chicago, IL",2020-03-25,A TransUnion report details how COVID 19 has impacted online shopping and fraud via,Negative
24781,69733,Austin Texas,2020-03-25,On Sunday updated Texas House members on the possible impact of both the and falling prices on the state s budget and fiscal outlook report on some things he said on the members only call,Negative
24782,69734,Austin Texas,2020-03-25,19 impact plus plummet in oil prices will have severe but unknown impact on Texas which looked rosy weeks ago Our discusses this double whammy w plus gov request to state agencies to cut their budgets,Negative
24783,69735,"California, USA",2020-03-25,"Cuz I donÂt wanna count squares in the middle oÂ night &amp; my girls donÂt really understand the seriousness. Mama canÂt find no #toiletpaper ???
#toiletpapercrisis #spareasquare #tp #omaginsiders #momlife #mom #reality #corona #coronavirus #quarantine #authenticbecky https://t.co/GScRZKvmc2",Negative
24786,69738,New York/New Jersey,2020-03-25,I've had a bunch of clients and journalists reaching out asking how Covid-19 affects consumer tech rollouts; I wrote an Advisory on it: https://t.co/Zbg7rIjZ88,Positive
24792,69744,California,2020-03-25,When your friend and his girl are arguing Lol My name is Bennett and i ain t innit TikTok Devinjohnson445,Positive
24805,69757,"Alabama, USA",2020-03-25,"COVID-19 has affected everyone but especially the #consumerbusiness industry. How can you be prepared to weather the storm? Click below for a COVID-19 Consumer Business Response Checklist:

https://t.co/OsFSZqPiJP",Positive
24817,69769,"San Francisco, CA",2020-03-25,"Going on 3rd week, #Toilet one roll $3.00 bleach price has triple. #SanFancisco #CA #GavinNewsom When are we going to get help #USA This is ridiculous. Theres no #accountability #CoronaVirus Constant #pricegouging Stores that never sold #toiletpaper are now selling it high",Negative
24819,69771,New York City,2020-03-25,"Will the Coronavirus Drive Permanent Shifts in Shopping Behavior? By @joanverdon via @growwithco #COVID2019 #coronavirus  #crisis #shopping #retail #pandemic
https://t.co/m3Ix7Rf4Pw",Neutral
24821,69773,"Seattle, WA",2020-03-25,Hurricane Katrina is nice example of sudden external shock that like COVID 19 was not caused by overvalued housing markets excessive leverage or a sudden drop in consumer confidence Good news long run effect not bad incomes recover Bad news short run effects very bad,Extremely Positive
24826,69778,"San Francisco, Bay Area, CA",2020-03-25,"BETTER THAN TOILET PAPER-
'zombie apocolypse night crawlers prowling the isles of empty shelves of never-before-empty stores-
'Take It Easy' on the Toilet Paper, goods say stores, President Trump  &gt; https://t.co/KGEExAZ99L #tp #toiletpaper #coronapocolypse?
#coronavirus https://t.co/zqZMFnersN",Extremely Positive
24827,69779,"San Francisco, Bay Area, CA",2020-03-25,"15 CoronaVirus Hacks- Pandemic Guide, Safe Mask, homebound business op, Home Diagnosis,  Better than Toilet Paper, Sanitizers, Movies, Myths &amp; Tips &gt;&gt;&gt; https://t.co/FSC9LVBl1Q??
#Coronavirus 
#Pandemic #mask #test #toiletpaper #sanitizers #bizop https://t.co/KeO43TBmoK",Extremely Positive
24828,69780,"San Francisco, Bay Area, CA",2020-03-25,"How to Make Hand Sanitizer (or find it here - better than purell and 14 other coronavirus hacks&gt;
https://t.co/YXBzexRX7F
15 CoronaVirus Hacks- Pandemic Survival Guide, Safe Mask, Homebound Income  , Home Diagnosis,   Toilet Paper, etc #coronavirus https://t.co/lqItAHT4vD",Extremely Positive
24832,69784,"Los Angeles, CA",2020-03-25,COVID-19 Consumer Alerts from the City Attorney https://t.co/rjeDQQRqO4,Neutral
24835,69787,"New York, NY",2020-03-25,My grocery store has new safety precautions #coronavirus https://t.co/FZvfE33cVZ,Positive
24846,69798,Boston,2020-03-25,Thank you to our first responders healthcare workers grocery store employees custodians and all other workers on the frontlines of Your selfless work is very important to the wellbeing of all Bostonians We must practice for them,Positive
24848,69800,"Maryland, USA",2020-03-25,"Last week I went to the grocery store and there was no toilet paper, meat, or bread. This morning I went and there was no ice cream. I'm glad everyone got their priorities straight. #CoronavirusUSA #coronavirus #IllJustOrderFromTheCharmery",Positive
24849,69801,Michigan,2020-03-25,"Hand washing for #Coronavirus is 4 minutes so you need to put peppermint or disinfectant essential oil in your homemade safer hand sanitizer say doctor and scientist experts, Sarah Westall,YouTube @FoxNews
https://t.co/MUfxS8rWUc",Extremely Positive
24868,69820,"Keizer, Oregon",2020-03-25,Story to come: food business in Gervais Oregon converts to hand sanitizer production overnight but can't get the product to the State or to hospitals. More to come. #orpol #orleg #coronavirus,Positive
24871,69823,"Lenexa, Kansas USA",2020-03-25,New HOMESTEAD LIVING video is up LINK IN BIO Thanks for watching everyone and please SUBSCRIBE,Extremely Positive
24877,69829,"Dallas, Texas",2020-03-25,Tamper-Evident Labels Drive Consumer Confidence During #Coronavirus Crisis  https://t.co/cVQs5i5eaN @QSRmagazine https://t.co/LCpqbII553,Negative
24884,69836,"Chicago, IL",2020-03-25,US economy is still a House of Cards. A consumer based system supported by a low-quality job service sector with a rapacious financial sector. Maybe itÂs time for a new system. #GeneralStrike #coronavirus,Positive
24887,69839,New York and the World,2020-03-25,The world's rich are struggling to get their hands on gold https://t.co/sRYVTWWLgO,Positive
24890,69842,Virginia,2020-03-25,"Gov. Northam: Need for PPE is Âso so greatÂliterally, in the millions.Â States are competing for supplies, so prices from some private vendors have jumped...why we need a nationally led responseÂnot the free market to determine availability and pricing.  https://t.co/UyxXV4XIiU",Positive
24896,69848,"Washington, DC",2020-03-25,The need to balance their budgets each year leaves states with few options to boost short-term economic growth during emergencies like #COVID19. https://t.co/pYkINqnQhM,Extremely Positive
24898,69850,"Tampa Bay Area, Florida",2020-03-25,"DoorDash is a great way to support local restaurants with safe, no-contact delivery. Get $15 off ($5 off each of your first 3 orders) when you sign up with this link: https://t.co/fTEDz7k2Yx

#AD #coronavirus #Foodie #twitch #WednesdayMotivation #QuarantineLife #SocialDistancing",Extremely Positive
24900,69852,"Boston, MA",2020-03-25,Hey all this halloween im pretty sure were all going to dress up as sanitizer bottles #coronavirus,Extremely Positive
24902,69854,"Montgomery, Alabama",2020-03-25,"ÂWeÂre kind of starting all over again, and thatÂs the best thing we can do,Â co-owner Tim Essary said. ÂExcept now we sell toilet paper.Â #coronavirus
https://t.co/Ve5jSxmHN1",Extremely Positive
24908,69860,Los Angeles,2020-03-25,"Nice! Gas prices drop under $2 at this Jurupa Valley truck stop amid the #coronavirus pandemic, yet they're still way above $3 in my neighborhood. https://t.co/7YEAty1UyK via @ABC7. #gasprices #California",Negative
24912,69864,Nashville,2020-03-25,BREAKING: Massachusetts governor bans the use of reusable shopping bags and mandates stores do not charge for plastic or paper bags - WCVB,Neutral
24913,69865,"San Antonio, TX",2020-03-25,"If @CDCgov recommends washing your hands for 20 seconds, then how come hand sanitizer is flying off the shelves and not hand soap? @KABBFOX29 @Ernie_Zuniga @TheBradSowder #WashYourHands #coronavirus https://t.co/xPk4E33T1M",Extremely Positive
24914,69866,North Carolina,2020-03-25,"ÂÂTwas the night before shelter in place, and all through the aisles, not a single blessed roll of toilet tissue was found. Not even 1 plyÂ ?
*
*
#corona #coronavirus #toiletpaper #clt #charlotte #southendcltÂ https://t.co/ikt191UzZM",Negative
24916,69868,"Denver, CO",2020-03-25,"Workers at grocery store around the corner from me have no gloves, no masks, no sanitizer, are using bare hands to take money, check customerÂs IDs, load bags that customers are bringing from home. Seems like a good way to spread #coronavirus",Negative
24925,69877,"Metro Detroit, MI",2020-03-25,They know how to draw you in TP is like gold in Metro Store was closed because of shorter hours during outbreak  @WWJ950 ,Positive
24942,69894,"Newport, Oregon, USA",2020-03-25,Guy apparently didn t like social distancing so he coughed on a grocery store employee and said he had corona Now he s facing criminal charges,Negative
24943,69895,"Allen, Texas",2020-03-25,The same legislators who demand accountability from people on welfare or food stamps now appear to have lost their marbles when legislators from the other side of the aisle demand accountability from corporations in line to receive federal bailouts for Covid-19 relief.,Negative
24946,69898,"San Francisco, CA",2020-03-25,Look what you toilet paper hoarders have done This is all your fault,Negative
24950,69902,"Rugby, North Dakota, USA",2020-03-25,@AugmentedDG Still 2-jobbing it. My brother works in a grocery store and COVID-19 is really stressing him out.,Negative
24952,69904,"Washington, DC, Los Angeles, San Francisco, New York, Chicago, and London",2020-03-25,Read our Special Alert to learn more about the emergency credit facilities that the Fed created in response to the Covid-19 pandemic. https://t.co/3hvLJ41SBx https://t.co/p3B2cKgpmJ,Extremely Positive
24954,69906,"30 West 47th Street, Store 1, New York, NY 10036",2020-03-25,"#Goldprice and #goldfutures have a significant gap between the two amid the #coronavirus #panicbuying. Also, the #stimulusplan might not help the stock market in the way youÂd expect. Read more here: https://t.co/KzuzvC2zza",Negative
24956,69908,"Washington, DC",2020-03-25,"#covid19 #coronavirus
Delivery drivers face pandemic without sick pay, insurance, sanitizer https://t.co/X7pOQCnz2X",Positive
24958,69910,"Georgia, USA",2020-03-25,"Don't order toilet paper from wish. 

#Wish #online #sales #Toiletpaper #Tp #Coronavirus #small #funny #comedy #memes #meme https://t.co/wOezt9TYvV",Positive
24961,69913,"New York, NY",2020-03-25,The best credit cards for maximizing purchases at the grocery store https://t.co/dAIyatCd6x,Extremely Positive
24966,69918,"New York, NY",2020-03-25,This is how 3M doubled N95 mask production practically overnight to fight coronavirus https://t.co/2EmzfFLzw3,Negative
24969,69921,"Nevada, USA",2020-03-25,Beware of scammers Currently there are not any credible home test kits on the market for COVID 19,Neutral
24970,69922,"Chicago, IL",2020-03-25,"We know you probably have a lot of questions about whatÂs going on with consumers right now. Join us on Thursday as we are hosting a live roundtable discussion with consumers! Register now!
https://t.co/VYUxlliA6t
#MRX #Webinar #Coronavirus https://t.co/Sldh7HhvLx",Positive
24974,69926,California,2020-03-25,Read our Consumer Alert on how to protect yourself from COVID 19 related scams,Neutral
24976,69928,"Michigan, USA",2020-03-25,Trying to find senior parents toilet parents is like ....just when you think you have it though -in the cart - sorry out of stock! ???? #Hoarders #toiletpaperhoarders #overbuying #coronavirus #toiletpaper #ToiletPaperApocalypse https://t.co/ukbWrcjv17,Positive
24983,69935,"Tuscaloosa, Alabama",2020-03-25,"Â Diesel prices fall to lowest national average since August 2017
Â Drivewyze adds Pennsylvania rest area alerts
Â Listen: CCJ Editor Jason Cannon talks trucking and COVID-19 on WCLO

Run through Wednesday's daily dispatch: https://t.co/fgG7cjH17v https://t.co/fxB0ESaSl9",Negative
24992,69944,New York City,2020-03-25,"ConsumersÂ credit also needs protection from COVID-19, consumer group says https://t.co/9EFktOgNNQ via @SunTimes",Positive
25005,69957,"Washington, D.C.",2020-03-25,"How will #COVID19 hurt African economies?

1. Slow-downs in global trade
2. Significant dips in oil prices 
3. Decreases in profits for African airlines 

Read the full analysis by @JDevermont and @eolander: https://t.co/QbwyEZ01lG",Positive
25008,69960,"Ventura, California",2020-03-25,"It's hard for everyone to find what they need at the grocery store right now, but think about those who rely on WIC to feed their families. Please be considerate of those in need in our communities when shopping. #Coronavirus #CEDC https://t.co/FU41uu7Ds3",Extremely Positive
25014,69966,"San Francisco, CA",2020-03-25,The definitive survey about the PR industry and COVID 19 Nine in 10 PR pros say campaigns have been cut due to coronavirus consumer sector especially badly hit via,Extremely Negative
25019,69971,"Washington, D.C.",2020-03-25,"Having leukemia or lymphoma, undergoing chemotherapy, or having a current or recent cancer treatment increases your chances of a serious reaction to the coronavirus.  This info will help.

https://t.co/8devKgdvLB #coronavirus #COVID19 #StayHome #SocialDistancing #Quarantine https://t.co/v0xfHpbRJL",Negative
25021,69973,"Colorado, USA",2020-03-25,"#CANNABIS dealers are cashing in on the #Coronavirus #Pandemic with prices for the drug soaring as users Âsit at home on full pay,Â The Sun can reveal.
https://t.co/YcnAlGPeY3",Negative
25022,69974,"Hyannis, Massachusetts",2020-03-25,Food pantries face growing demand while many of their volunteers stay home because of COVID-19 health concerns https://t.co/9VzECLkhup #CapeCod @jess_hillyeah,Positive
25024,69976,"California, USA",2020-03-25,"just saying I would like to see the ""welcome to the ranks of the superheroes"" cartoon for grocery store clerks and fast food cashiers

#COVID19 #coronavirus",Extremely Positive
25025,69977,"San Antonio, Texas",2020-03-25,Our partners at Healthwise have put together a comprehensive consumer resource center on #COVID19 topics. It's available for free to anyone and provides some great information. #Healthwise https://t.co/bbzWYVbCVm,Extremely Positive
25029,69981,Southern California,2020-03-25,A9 Use tools like to add your positive cell phone and utility payments Could help bolster scores until COVID 19 crisis ends,Positive
25030,69982,"Wiesbaden, Germany to Colorado",2020-03-25,Sally is as constant as the sunshine. Still working bringing my momÂs groceries to the car. Thank you to grocery store #superheroes #COVID2019 #coronavirus https://t.co/MWazPW9i5Y,Extremely Positive
25031,69983,"Houston, TX",2020-03-25,Ripping the script the deadly Covid 19 virus coupled with slumping oil prices has seen industry players tear up their business plans for the year as they cut costs,Negative
25040,69992,"Charlottesville, VA",2020-03-25,Making hand sanitizer with homemade aloe!  #wishmeluck #coronavirus #stayhealthy https://t.co/ppv18ubGvg,Positive
25042,69994,New Jersey,2020-03-25,For those wondering about catching the #coronavirus at the grocery store I thought this was helpful. https://t.co/Il391vqMMm #COVID2019 #MultipleSclerosis #chronicillness,Positive
25049,70001,"Philadelphia, PA",2020-03-25,The is rough But we are fighting back Glad to partner w amp to get a ton of hand sanitizer in production Thanks Rob from the PA Distillers Guild More on this story to come,Extremely Positive
25053,70005,Los Angeles,2020-03-25,"Delivery drivers are worried about their exposure to #coronavirus and what it means for all of us stuck at home ordering food, essentials. Read this from @c_kirkham @JLDastin #AskReuters https://t.co/3i7hzR9biq https://t.co/maYSDC47gq",Negative
25056,70008,"San Diego, CA",2020-03-25,Don't flush this stuff down the toilet. But a great way to stretch out your paper towel supply. #toiletpaper #papertowels #coronavirus #coronaoutbreak https://t.co/bvLD4gnMoY,Extremely Positive
25061,70013,"Phoenix, AZ",2020-03-25,"Here's what Nancy Pelosi's House of Representatives did today:

10:00:42 AMÂConvened in the House

10:02:37 AMÂAdjourned

One minute and 55 seconds of work

And Pelosi had the audacity to include $25,000,000 in additional ""Salaries &amp; Expenses"" for the House in her bill

Shameful.",Negative
25065,70017,Connecticut/New York,2020-03-25,"What should you avoid touching without sanitizing? Guess the Top 10 Surfaces to Avoid Touching Without Sanitizing during the Coronavirus outbreak @ 5;30 &amp; 5:45 @ 1-877-764-2535
#coronavirus #COVID19 #sanitizer",Negative
25069,70021,"Oklahoma, USA",2020-03-25,"After week of working at home full time, I've:
1. conserved water by skipping showers
2. started making my own alcohol to barter once the world goes all Mad Max
3. gone through 1/2 the stock pile of shelf stable food I tried to hoard
#coronavirus #SelfQuaratine",Negative
25074,70026,"New York, NY",2020-03-25,"Our data team has been pulling all the insights we can to deliver reports on consumer behavior, growth in #onlinegrocery &amp; opinions from our leadership team. Find out what we're seeing in our data during #coronavirus
https://t.co/oiUnjumbCA",Positive
25078,70030,"Philadelphia PA, USA",2020-03-25,Grocery delivery services trying to keep up with demand amid COVID-19 https://t.co/S1bWF1lAKc via @6abc https://t.co/hMpomnI1b8,Negative
25082,70034,"Vermont, USA",2020-03-25,"Be smart. Be safe.

@FDAMedWatch - Fraudulent #Coronavirus Tests, Vaccines and Treatments https://t.co/tEBqJ4n8Eo",Positive
25083,70035,Pennsylvania,2020-03-25,Unpopular yet necessary opinion on this #coronavirus crap.  Going out on drives and staying in your car hurts no one. Hitting a drive thru hurts no one and is safer than the grocery store.  It all helps with boredom.  And will prevent many suicides...,Extremely Negative
25084,70036,"Los Angeles, CA",2020-03-25,"I got ur #ToiletPaper ?Right HERE!
Â
Thought it was a #HOAX, oh wait no, only 15 positive &amp; it should be 0 soon, or is it, will just go away by miracle? Yeah... ThatÂs It ?.
Â 
Had no idea he coud even read &amp; write ??! / #DUMPTrump ? / .@realdonaldtrump #coronavirus #covid19 https://t.co/KnBdbhVWfE",Extremely Positive
25093,70045,"Austin, TX",2020-03-25,"@amazon 
@JeffBezos 
Increase your prices. Increase the pay of your workers, incentivize them!

https://t.co/KFUC4KOoPk",Positive
25098,70050,San Diego & West Hollywood,2020-03-25,If you are looking for hand sanitizers that are available now at a fair price --&gt; https://t.co/Dl6IwqdVwW    Active Ingredient: Ethyl Alcohol 68% #coronavirus #COVID  #StayHome,Extremely Positive
25101,70053,"Cedar Rapids, Iowa",2020-03-25,Despite rumors on social media the DNR has no plans to eliminate seasons relax regulations or change license prices For official DNR news relating to follow us here and at Regulations not affected by COVID 19,Positive
25113,70065,"Nebraska, USA",2020-03-25,TOMI Huge News Medical Mask amp Hand Sanitizer Products,Extremely Positive
25114,70066,"Nebraska, USA",2020-03-25,TOMI Products N95 Rated Mask KN95 Rated Mask Surgical Mask Medical Mask Hand Sanitizer 60ml to 500ml Bulk Wholesale,Positive
25115,70067,"Nebraska, USA",2020-03-25,TOMI Low Float Stock 16M Unrestricted 26M O S 0351 Bid 0 0545 Ask Bouncing off 200SMA Huge opportunity at these prices  ,Positive
25117,70069,"Washington, DC",2020-03-25,The White House is now advising that millions of workers food delivery drivers grocery store workers transit workers should report back to work immediately if they re exposed to COVID 19 as long as they have no symptoms and wear a mask,Negative
25120,70072,"Nashville, TN",2020-03-25,Toilet paper and sanitation tips to practice during quarantine and after! #coronavirus #covid19 #toiletpaper #washyourhands #quarantine @ Toilet Paper Crisis 2020 https://t.co/m2ulau9irp,Extremely Negative
25130,70082,"Columbus, OH",2020-03-25,s Stay at Home order requires people to remain in their homes unless they have an essential job or are doing an essential task like going to the grocery store or pharmacy Outdoor exercise like running or walking is allowed Learn more,Extremely Positive
25141,70093,"Arizona, USA",2020-03-25,COVID-19 consumer behaviour and B2B reinvest in Digital #DigitalMarketing #digital #marketing via https://t.co/IkQVzQf9xN https://t.co/pdxZLvA4j0,Neutral
25148,70100,"New York, USA",2020-03-25,"Covid-19 greatly impacting consumer sentiment, behavior https://t.co/OpeubB0AV5",Neutral
25151,70103,"Washington, D.C.",2020-03-25,Consumer goods CFOs: Here are strategies from our partners @PwC you can implement right now to navigate economic uncertainty in this crisis. https://t.co/1sJxTzcOAx #COVID19 https://t.co/cuCSOfyVk9,Extremely Negative
25153,70105,East Tennessee,2020-03-25,"Due to the COVID-19 outbreak, we have temporarily closed the lobby at all our branches. Please use our drive thrus and online services. Visit https://t.co/MsqJzKTZxf for more information.",Positive
25158,70110,"Chicago, Illinois",2020-03-25,Latest blog highlights the new consumer guide we made with and The guide details common hazards to watch out for while isolating with children at home during,Neutral
25174,70126,"Los Angeles, CA",2020-03-25,Clean produce helps keep you healthy. Follow these 7 easy tips from the U.S. Food and Drug Administration for sanitizing your produce before eating or cooking. #washyourhands #saferathome #homecooking #healhtycooking #coronavirus #COVID_19 https://t.co/kL9uAXxOzN,Extremely Positive
25179,70131,"Tennessee, USA",2020-03-25,#CoronaVirus Tip: Wash your hands with soap for 20 seconds and/or use a greater than 60% alcohol-based hand sanitizer whenever you return home from ANY activity that involves locations where other people have been. https://t.co/WBQbXADga4,Extremely Positive
25186,70138,Michigan,2020-03-25,"WeÂre experiencing the fuel worldÂs version of Â#ThrowbackThursdayÂ. Due to COVID-19 and the geopolitical turmoil between OPEC/Russia, crude oil is near a 17-year low.

@CrystalFlashMI can help you lock in fuel prices at levels not seen since 2003.
https://t.co/P2eHVPsjgz",Extremely Negative
25190,70142,"Los Angeles, CA",2020-03-25,"As of Wednesday morning, the Morning Consult Index of Consumer Sentiment (ICS) is at 89.41, falling 1.3 percent from the day before. The U.S. ICS is down 24.43 percent since January 1.

#morningconsult  #morningconsultics  #economy  #pandemic  #coronavirus  #consumersentiment",Negative
25192,70144,"Indianapolis, IN",2020-03-25,"The #coronavirus (#COVID19) pandemic has led to a wave of event cancellations. If youÂre having issues securing remedies promised by an entity from which you bought tickets, our Consumer Protection Division may be able to help you. 

More information: https://t.co/FEzKXSfwxV",Extremely Positive
25193,70145,"New York, NY",2020-03-25,"During trying times like this, it's good to take a step back and realize what is really important. The #coronavirus has already changed the way we live everyday life, but there is a group of people that we want to thank and that is grocery store employees. https://t.co/OWEQqMAkse https://t.co/A503BmMXKR",Extremely Positive
25205,70157,"Washington, DC",2020-03-25,"40% of the DC JWJ staff graduated from American University
?of DC JWJ staff believe that school workers deserve to get full pay - and healthcare! - during the COVID emergency
If you fall into one of these categories, you should sign the petition:Â Â 
https://t.co/EfBQsFOkq7",Negative
25206,70158,"Washington, DC",2020-03-25,"Looking for Commission updates related to COVID-19? Visit our #Coronavirus Response webpage for updates on agency operations, consumer assistance programs, filings and more. Visit https://t.co/uVR2982hOK https://t.co/vUj3mkTJTS",Neutral
25208,70160,"North Carolina, USA",2020-03-25,"Dear Hoarders, please keep this advice in mind the next time you venture out to the grocery store.  #hoarders #coronavirus #diyhomegarden https://t.co/Pe4MRr6Lo6",Positive
25209,70161,"New York, USA",2020-03-25,"#Egg prices skyrocket as a result of #Coronavirus
https://t.co/4yfnDwsQe2",Neutral
25221,70173,"Morris County, New Jersey",2020-03-25,Running to the store? Here are some tips from a medical professional. https://t.co/aZZAe3UtDY,Neutral
25222,70174,"Morris County, New Jersey",2020-03-25,Scammers are trying to capitalize on people's fears over the COVID-19 pandemic. Here are some scams to watch out for. https://t.co/gDqowW8WzP,Extremely Negative
25229,70181,Florida,2020-03-25,food editor of Times has been writing about how to eat well even when we re eating emergency supplies She gave some tips on what to look for when you re stocking up for the long haul,Negative
25230,70182,"Dallas, TX",2020-03-25,"20 cheap, expert-led online courses you can take while social distancing
Bored out of your mind? You're not the only one. With mounting precautions regarding COVID-19, people across the world have been st... https://t.co/xyEQI6T7UW https://t.co/GivZ4OQFOI",Negative
25233,70185,"N. Idaho, USA",2020-03-25,"@splashtop Received an email that you're reducing prices in response to #coronavirus #covid19. Nov 2019 PCMag article shows you haven't ""heavily discounted"" anything; they're exactly the same. What you ARE doing is exploiting a deadly disease for profit. ",Positive
25239,70191,"Michigan, USA",2020-03-25,"I understand there is a lot of anger and confusion regarding the GovernorÂs emergency orders, but we would rather have you mad at your state government and alive than sick or dead and unable to post mean things on our social media. This virus is no joke. https://t.co/MHMLQ2ronN",Extremely Negative
25251,70203,"Minnesota, USA",2020-03-25,The Plague Cometh We are Waiting Covid 19 It s Lent There are mass graves in Iran Grocery store,Negative
25254,70206,"Texas, USA",2020-03-25,"I think I put my finger on what's bothering me with the stimulus bill. The underlining issues with our economy are still present and the bill doesn't address:
-Over inflated Stock Market
-Uncertainty from a trade war
-Oil prices plummeting
-COVID-19 shutting down our economy.",Extremely Negative
25258,70210,"New York, NY",2020-03-25,"Consumer Reports Opposes Efforts to Delay CCPA Enforcement Due to COVID-19
https://t.co/69lHht1iew https://t.co/qgOonzDj6j",Negative
25260,70212,Chicago,2020-03-25,More farmers are shifting focus to direct-to-consumer sales amid declining need from local restaurants. #farmer #covid_19 https://t.co/bY9llIcqzr https://t.co/CEmcz4bwC3,Neutral
25261,70213,"Chicago, IL",2020-03-25,"We have had two #coronavirus opportunists contact us about ""optimizing"" their products on eBay -- one selling masks and the other who's selling homemade hand sanitizer in 3oz bottles.

This, in spite of the fact that both are actively banned on the platform.",Positive
25263,70215,RIGHT Coast of Lake Michigan ,2020-03-25,"Friends! It's March 25, 2020 at 03:00PM- time to STOP RENTING &amp; buy a #home from #realtor Kally (khoelcher (at) gmail (dot) com) of #Goodyear #Arizona #ColdwellBanker (269)240-8824. #N95 masks, #gloves, &amp; hand #sanitizer provided to PREVENT #coronavirus. #Avondale #Buckeye #Â https://t.co/wL1z1J3JgZ",Extremely Positive
25268,70220,"Los Angeles, CA",2020-03-25,"This is being misreported as a $2 trillion bill; itÂs closer to $6 trillion, and $4.3 trillion comes in the form of a bazooka aimed at CEOs and shareholders, with almost no conditions attached. https://t.co/8psOWqTtab",Negative
25270,70222,"Thornton, Colorado",2020-03-25,"For home-schooling parents looking for lesson plans, take your kids to the grocery store today. TheyÂll experience long lines just to get in and then find aisle after aisle of empty shelves. Voila...a history lesson in Eastern Europe under Soviet domination! ??? #coronavirus",Negative
25275,70227,Los Angeles,2020-03-25,A new reality for the consumer/provider relationship is emerging. It's not just #telehealth. Mapping the patient journey #athome and using that data to drive interactions with the healthcare system will be the new normal. #COVID19 #stayhome #coronavirus,Neutral
25297,70249,"Houston, TX",2020-03-25,Make sure to take every measure against #coronavirus. Wash the cans of your favorite beverage with warm water and soap. @WhiteClaw a huge thanks to @Drizly for saving me a trip to the grocery store. #whiteclaw #drizly https://t.co/6RmIuw6k5d,Extremely Positive
25299,70251,"Boston, MA",2020-03-25,"If the price of something skyrockets during or in anticipation of a crisis, it's price gouging. No one should jack up their prices because people are vulnerable, whether it's COVID-19, a tornado, or hurricane. That's just wrong. TY Maura Healey@MassAGO   https://t.co/w44FMkB4mx",Extremely Negative
25301,70253,Near Seattle. It's rainy here.,2020-03-25,"@RepKatiePorter I've shopped online at the local Walmart for about a year and I saw no change in prices from before COVID-19 and after (now). If they're price gouging, they're not doing it here.",Negative
25303,70255,"Washington, D.C.",2020-03-25,"The #coronavirus outbreak forces many to collaborate and think outside the box?Due to shortage of #handsanitizer, several ?? companies are switching their production to meet demands and are turning cider and beer into hand sanitizer. #DenmarkinUSA #covid19dk https://t.co/4Htj5U6TGN",Positive
25306,70258,Dallas / Fort Worth Area,2020-03-25,"Take care of your existing customers, and meet your consumers where they are right now. This is especially true for emerging CPG brands at a time like this when store operations have been disrupted and consumer uncertainty is high.Âhttps://t.co/fCj9cikkNV https://t.co/9bb67yLsQU",Extremely Positive
25309,70261,"San Jose, CA",2020-03-25,Food Supply Chain Is Strong Despite empty shelves the food supply chain in the US is strong If you have been to a grocery store recently and seen the bare shelves it can be a scary site,Extremely Positive
25312,70264,Seattle,2020-03-25,"How #manufacturing is pivoting to fight #COVID19: ""It's switching from making #cars, whiskey &amp; #cosmetics to producing #medical supplies, hand sanitizer &amp; masks in the international battle against #coronavirus"" via .@marciasavage .@SAP_CX #healthcare https://t.co/oNudo3HNXY https://t.co/cBmgOYyvCi",Negative
25315,70267,"Des Moines, Iowa, USA",2020-03-25,The Iowa Attorney General's Office is investigating about 50 formal complaints alleging price gouging. https://t.co/VobRS7RTu1,Negative
